Run Date,Drop Location,Pickup Location,Primary Destinatiion,Secondary Destination,Vehicle Type,Event Type,Overnight,Tip Grade,Customer Type,Guide,Trip Issues,Payment Type
3/4/2013,Carbondale,Carbondale,Fairmount Park,None,Shuttle Bus,Athletic,Yes,Large,Referral,No,None,Cash
11/2/2014,Coatesville,Coatesville,Philadelphia Museum of Art,Coatesville,Mini Bus,Travel/Airport,No,Large,New,No,Maintenance,Personal Credit Card
6/24/2013,Aliquippa,Aliquippa,King of Prussia Shopping Mall,None,Shuttle Bus,Private,Yes,Medium,Existing,No,None,Credit
9/27/2013,St Paul's Church,St Paul's Church,Private Residence,None,Church Bus,Corporate,Yes,Medium,New,No,None,Check
4/19/2013,Pure Word Deliverance Church Of Jesus Christ,Pure Word Deliverance Church Of Jesus Christ,Private Residence,Northampton,Church Bus,Wedding,No,Small,Referral,No,None,Check
4/6/2013,Bethany Baptist Church,Bethany Baptist Church,Private Residence,Harrisburg,Church Bus,Holiday,No,Small,Referral,No,None,Check
1/24/2014,Bradford,Bradford,Lost River Caverns,Bradford,Town Car,Wedding,No,None,Existing,Yes,Maintenance,Other
1/10/2015,Coatesville,Coatesville,Brandywine River Museum,None,Town Car,Athletic,Yes,Small,New,Yes,Personal,Other
10/7/2015,Latrobe,Latrobe,Kennywood Park,None,Van - Mini,Funeral,Yes,Medium,Referral,Yes,Health Related,Credit
3/20/2014,Jesus Power and Love Ministries,Jesus Power and Love Ministries,Private Residence,McKeesport,Church Bus,College,No,Large,Existing,Yes,None,Check
9/10/2014,Clairton,Clairton,Kennywood Park,Clairton,Mini Bus,Private,No,Large,Existing,Yes,Accident,Other
10/13/2014,Johnstown,Johnstown,The Barnes Foundation,Johnstown,Shuttle Bus,Private,No,Small,Referral,Yes,Accident,Cash
10/31/2015,"West Chester Rustin High School, West Chester (Westtown Twp.)","West Chester Rustin High School, West Chester (Westtown Twp.)","West Chester Rustin High School, West Chester (Westtown Twp.)",Lebanon,School Bus,Private,No,Small,Existing,No,None,Credit
1/14/2015,Duquesne,Duquesne,HersThe Liberty Bell Centerheypark,Duquesne,Mini Bus,Holiday,No,None,Referral,Yes,Health Related,Invoiced
1/15/2013,Northampton,Northampton,City Hall,None,Van - Full Size,Funeral,Yes,None,Existing,No,Maintenance,Cash
9/4/2013,McKeesport,McKeesport,Pennsylvania State Capitol,McKeesport,Van - Mini,Athletic,No,Small,Referral,No,Health Related,Invoiced
11/18/2015,Beaver Falls,Beaver Falls,Crystal Cave Park,Beaver Falls,Limo,Private,No,Large,Referral,No,None,Invoiced
8/17/2014,DuBois,DuBois,Fairmount Park,DuBois,Limo,Funeral,No,Large,Referral,Yes,Accident,Invoiced
3/8/2015,Lock Haven,Lock Haven,King of Prussia Shopping Mall,Lock Haven,Limo,Corporate,No,Large,Referral,Yes,Maintenance,Invoiced
5/3/2014,Allentown,Allentown,Lost River Caverns,Allentown,Shuttle Bus,Holiday,No,Medium,Referral,No,None,Invoiced
10/23/2013,Clairton,Clairton,Independence Hall,Clairton,Town Car,Travel/Airport,No,Large,Existing,No,None,Personal Credit Card
9/24/2013,Lower Burrell,Lower Burrell,Sesame Place,None,Town Car,Private,Yes,Medium,New,No,Accident,Personal Credit Card
10/2/2013,Greensburg,Greensburg,The Barnes Foundation,None,Wheelchair Bus,Travel/Airport,Yes,Small,New,Yes,Health Related,Cash
8/27/2014,Carbondale,Carbondale,Dutch Wonderland,Carbondale,Wheelchair Bus,Wedding,No,Medium,Existing,Yes,Maintenance,Credit
3/20/2014,Erie,Erie,Knoebels Amusement Resort,None,Limo Bus,Birthday,Yes,Large,New,Yes,Accident,Other
3/8/2013,Lebanon,Lebanon,Philadelphia Zoo,None,Limo,Athletic,Yes,Large,Existing,No,Health Related,Invoiced
4/5/2013,Hazleton,Hazleton,Dutch Wonderland,Hazleton,Wheelchair Bus,Funeral,No,None,Existing,Yes,Accident,Credit
3/3/2013,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",None,School Bus,Tour,Yes,Small,Existing,Yes,Health Related,Credit
9/15/2013,Clairton,Clairton,Pennsylvania State Capitol,None,Limo Bus,Travel/Airport,Yes,Large,New,No,None,Other
2/4/2014,Faith Temple Holy Church,Faith Temple Holy Church,Private Residence,Erie,Church Bus,Tour,No,Small,Referral,Yes,None,Check
6/27/2015,Lower Burrell,Lower Burrell,City Hall,Lower Burrell,Town Car,Wedding,No,Large,New,No,None,Cash
1/3/2013,Mount Zion United Holy Church,Mount Zion United Holy Church,Private Residence,Farrell,Church Bus,Corporate,No,Small,Referral,Yes,None,Check
2/16/2013,"Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown",None,School Bus,College,Yes,Small,New,No,Accident,Invoiced
11/18/2014,Greensburg,Greensburg,The National Civil War Museum,None,Town Car,Holiday,Yes,Large,Referral,Yes,Personal,Credit
10/10/2014,Coatesville,Coatesville,The Franklin Institute,None,Van - Full Size,Holiday,Yes,Small,Referral,No,Accident,Credit
12/16/2013,Johnstown,Johnstown,Philadelphia Museum of Art,None,Shuttle Bus,Corporate,Yes,Small,Referral,Yes,Health Related,Invoiced
4/17/2013,DuBois,DuBois,Sesame Place,DuBois,Van - Full Size,Athletic,No,Large,New,Yes,Maintenance,Invoiced
7/19/2013,Bethlehem,Bethlehem,The National Civil War Museum,Bethlehem,Van - Full Size,Athletic,No,Small,New,Yes,Accident,Credit
7/24/2014,DuBois,DuBois,Philadelphia Museum of Art,None,Town Car,Athletic,Yes,Medium,New,No,Health Related,Personal Credit Card
11/8/2015,McKeesport,McKeesport,Waldameer & Water World,McKeesport,Wheelchair Bus,Wedding,No,Medium,Existing,No,None,Cash
2/23/2014,Lebanon,Lebanon,Betsy Ross House,Lebanon,Wheelchair Bus,Corporate,No,Large,Referral,No,Personal,Personal Credit Card
11/14/2013,Coatesville,Coatesville,Eastern State Penitentiary,Coatesville,Van - Full Size,College,No,Small,Existing,Yes,Health Related,Credit
9/7/2015,"Twin Valley High School, Elverson","Twin Valley High School, Elverson","Twin Valley High School, Elverson",Lock Haven,School Bus,Wedding,No,None,Referral,Yes,Health Related,Credit
11/11/2014,Bethlehem,Bethlehem,Knoebels Amusement Resort,Bethlehem,Van - Mini,Athletic,No,Large,New,No,Maintenance,Invoiced
2/26/2014,Harrisburg,Harrisburg,Please Touch Museum,Harrisburg,Town Car,Tour,No,Medium,Existing,Yes,Health Related,Invoiced
7/9/2014,Bradford,Bradford,Betsy Ross House,None,Limo Bus,Birthday,Yes,Large,Existing,No,Health Related,Cash
11/10/2015,Beaver Falls,Beaver Falls,Eastern State Penitentiary,None,Limo Bus,College,Yes,None,New,No,Maintenance,Other
4/23/2013,Jeannette,Jeannette,Brandywine River Museum,None,Mini Bus,Holiday,Yes,Medium,Referral,Yes,Health Related,Cash
11/16/2013,Erie,Erie,Knoebels Amusement Resort,Erie,Limo Bus,Funeral,No,None,Existing,No,Health Related,Other
11/6/2015,Coatesville,Coatesville,Sesame Place,Coatesville,Town Car,College,No,None,New,Yes,Maintenance,Cash
11/13/2015,Erie,Erie,Kennywood Park,Erie,Mini Bus,Funeral,No,None,Existing,Yes,Accident,Other
10/3/2013,Harrisburg,Harrisburg,City Hall,None,Wheelchair Bus,Holiday,Yes,Medium,New,Yes,Health Related,Cash
10/12/2015,Lancaster,Lancaster,Sesame Place,None,Van - Full Size,Funeral,Yes,Large,Referral,Yes,Accident,Other
4/19/2013,Corry,Corry,Dutch Wonderland,Corry,Van - Mini,Corporate,No,Medium,Existing,Yes,Maintenance,Personal Credit Card
5/29/2014,Erie,Erie,Fairmount Park,Erie,Limo,Tour,No,Large,Existing,Yes,Accident,Invoiced
6/11/2015,Chester,Chester,Gettysburg National Military Park,None,Limo Bus,Private,Yes,Large,Existing,Yes,Maintenance,Personal Credit Card
5/6/2013,Chester,Chester,King of Prussia Shopping Mall,Chester,Mini Bus,Corporate,No,None,Referral,Yes,Personal,Cash
9/10/2015,Greensburg,Greensburg,King of Prussia Shopping Mall,Greensburg,Shuttle Bus,Corporate,No,Large,Existing,No,Accident,Other
11/12/2015,"Twin Valley High School, Elverson","Twin Valley High School, Elverson","Twin Valley High School, Elverson",None,School Bus,Wedding,Yes,Medium,New,Yes,Personal,Credit
9/23/2013,Meadville,Meadville,Please Touch Museum,None,Mini Bus,Corporate,Yes,Medium,Existing,Yes,Personal,Invoiced
1/3/2013,"Unionville High School, Kennett Square","Unionville High School, Kennett Square","Unionville High School, Kennett Square",None,School Bus,Birthday,Yes,Large,Referral,No,Health Related,Other
6/6/2015,Jeannette,Jeannette,Kennywood Park,Jeannette,Shuttle Bus,Birthday,No,None,Referral,Yes,Maintenance,Credit
9/23/2014,Lancaster,Lancaster,Dutch Wonderland,None,Town Car,Travel/Airport,Yes,Medium,New,Yes,Health Related,Personal Credit Card
3/20/2015,Lower Burrell,Lower Burrell,Kennywood Park,None,Limo Bus,Tour,Yes,Medium,Existing,Yes,Health Related,Personal Credit Card
10/18/2015,Corry,Corry,Lost River Caverns,None,Van - Mini,Corporate,Yes,Large,New,Yes,Maintenance,Cash
6/17/2015,Lower Burrell,Lower Burrell,Eastern State Penitentiary,None,Limo Bus,Birthday,Yes,Small,New,No,Personal,Personal Credit Card
4/27/2013,Nanticoke,Nanticoke,Sesame Place,Nanticoke,Van - Mini,Athletic,No,Small,New,Yes,Maintenance,Cash
12/13/2013,Beaver Falls,Beaver Falls,City Hall,Beaver Falls,Town Car,Tour,No,Medium,Referral,Yes,Personal,Personal Credit Card
10/19/2013,Lancaster,Lancaster,King of Prussia Shopping Mall,Lancaster,Limo Bus,Holiday,No,Large,Existing,Yes,Accident,Invoiced
8/3/2015,"Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville",None,School Bus,Travel/Airport,Yes,Large,Existing,No,Maintenance,Other
9/22/2013,Chester's Refuge In Christ Church,Chester's Refuge In Christ Church,Private Residence,None,Church Bus,Holiday,Yes,None,New,Yes,None,Check
3/28/2013,Lower Burrell,Lower Burrell,Brandywine River Museum,None,Mini Bus,Wedding,Yes,Small,New,Yes,Health Related,Credit
5/11/2014,Johnstown,Johnstown,Fairmount Park,Johnstown,Wheelchair Bus,Corporate,No,Medium,New,Yes,Health Related,Invoiced
9/20/2015,Meadville,Meadville,Eastern State Penitentiary,Meadville,Shuttle Bus,Wedding,No,None,Existing,No,Maintenance,Other
1/13/2015,Monessen,Monessen,Knoebels Amusement Resort,Monessen,Van - Full Size,Wedding,No,Small,New,No,Maintenance,Cash
2/14/2013,"Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown",Bethlehem,School Bus,Tour,No,None,Referral,Yes,Maintenance,Personal Credit Card
12/17/2013,Arnold,Arnold,The National Civil War Museum,Arnold,Wheelchair Bus,Corporate,No,Small,Referral,Yes,Health Related,Credit
4/14/2014,Duquesne,Duquesne,Eastern State Penitentiary,Duquesne,Limo Bus,Holiday,No,Large,New,Yes,Personal,Cash
12/3/2013,Altoona,Altoona,Betsy Ross House,None,Mini Bus,Athletic,Yes,Small,New,Yes,Personal,Credit
6/24/2015,Hazleton,Hazleton,Philadelphia Zoo,None,Van - Mini,Holiday,Yes,Large,Existing,No,None,Cash
6/31/2013,Easton,Easton,Waldameer & Water World,None,Wheelchair Bus,Wedding,Yes,Medium,New,No,Health Related,Credit
9/28/2014,Franklin,Franklin,Independence Hall,Franklin,Town Car,Corporate,No,Small,New,Yes,None,Other
2/14/2015,True Vine Missionary Full Gospel Church,True Vine Missionary Full Gospel Church,Private Residence,Harrisburg,Church Bus,Wedding,No,Small,New,No,None,Check
4/4/2014,Bradford,Bradford,Pennsylvania State Capitol,None,Town Car,Birthday,Yes,None,Referral,No,Accident,Invoiced
10/26/2015,Lebanon,Lebanon,The Barnes Foundation,None,Van - Mini,College,Yes,None,Existing,No,None,Other
4/28/2015,House Of Prayer,House Of Prayer,Private Residence,Lock Haven,Church Bus,Corporate,No,Medium,Existing,Yes,None,Check
6/6/2015,Lock Haven,Lock Haven,Brandywine River Museum,None,Mini Bus,Athletic,Yes,None,New,No,Accident,Invoiced
7/3/2014,Victory Apostolic Church,Victory Apostolic Church,Private Residence,None,Church Bus,Tour,Yes,Small,Referral,Yes,None,Check
4/24/2015,Lancaster,Lancaster,Dutch Wonderland,Lancaster,Shuttle Bus,Corporate,No,Large,New,Yes,Personal,Personal Credit Card
6/22/2013,Altoona,Altoona,The Barnes Foundation,Altoona,Mini Bus,Private,No,Small,Referral,Yes,None,Invoiced
10/16/2013,Easton,Easton,Waldameer & Water World,None,Wheelchair Bus,Wedding,Yes,None,Existing,No,Health Related,Personal Credit Card
3/24/2014,Bradford,Bradford,Betsy Ross House,None,Limo,Birthday,Yes,Large,Existing,No,None,Invoiced
3/20/2015,Aliquippa,Aliquippa,The National Civil War Museum,Aliquippa,Town Car,Wedding,No,Medium,New,Yes,Health Related,Invoiced
4/28/2014,Farrell,Farrell,Betsy Ross House,None,Wheelchair Bus,Corporate,Yes,Medium,Existing,Yes,Health Related,Cash
2/21/2013,Franklin,Franklin,Dutch Wonderland,Franklin,Town Car,Wedding,No,None,New,Yes,Accident,Invoiced
4/13/2015,Holy Ghost Parish,Holy Ghost Parish,Private Residence,None,Church Bus,Athletic,Yes,None,New,Yes,None,Check
9/23/2013,Arnold,Arnold,Philadelphia Museum of Art,None,Town Car,Corporate,Yes,Small,Referral,No,Maintenance,Personal Credit Card
2/9/2014,Carbondale,Carbondale,Kennywood Park,Carbondale,Wheelchair Bus,Corporate,No,None,Existing,Yes,None,Invoiced
2/27/2014,Erie,Erie,Betsy Ross House,None,Limo,Travel/Airport,Yes,Large,New,No,Accident,Invoiced
2/26/2015,Coatesville,Coatesville,City Hall,None,Van - Full Size,Birthday,Yes,Large,Existing,Yes,Maintenance,Credit
9/8/2013,Latrobe,Latrobe,The Barnes Foundation,None,Town Car,Funeral,Yes,Small,Referral,No,Maintenance,Personal Credit Card
5/26/2013,Jeannette,Jeannette,Waldameer & Water World,Jeannette,Wheelchair Bus,Wedding,No,Large,Referral,No,Accident,Other
12/11/2013,Grace-Community United Methodist Church,Grace-Community United Methodist Church,Private Residence,None,Church Bus,College,Yes,Medium,New,Yes,None,Check
1/5/2013,Coatesville,Coatesville,Waldameer & Water World,None,Town Car,Corporate,Yes,Small,Referral,No,Personal,Personal Credit Card
1/15/2015,Farrell,Farrell,The National Civil War Museum,Farrell,Wheelchair Bus,Corporate,No,None,Existing,Yes,Health Related,Credit
12/31/2013,Franklin,Franklin,Gettysburg National Military Park,None,Wheelchair Bus,Corporate,Yes,None,Existing,Yes,Health Related,Invoiced
4/14/2014,Easton,Easton,Philadelphia Zoo,None,Van - Mini,Corporate,Yes,None,New,Yes,Maintenance,Cash
9/13/2015,Pure Word Ministries Deliverance Church Of Jesus Christ,Pure Word Ministries Deliverance Church Of Jesus Christ,Private Residence,DuBois,Church Bus,Wedding,No,None,Existing,No,None,Check
3/4/2015,Clairton,Clairton,Sesame Place,None,Van - Mini,Athletic,Yes,Small,Existing,Yes,None,Personal Credit Card
5/27/2013,DuBois,DuBois,Carnegie Museum of Natural History,None,Town Car,Holiday,Yes,Large,Referral,Yes,Personal,Cash
2/12/2013,Arnold,Arnold,The Franklin Institute,Arnold,Wheelchair Bus,Wedding,No,None,Existing,Yes,None,Personal Credit Card
6/2/2015,Aliquippa,Aliquippa,Lost River Caverns,Aliquippa,Mini Bus,College,No,Large,New,Yes,None,Other
9/22/2013,Greensburg,Greensburg,The National Civil War Museum,Greensburg,Van - Full Size,Funeral,No,Medium,Existing,No,Health Related,Other
10/19/2015,Franklin,Franklin,Waldameer & Water World,None,Van - Full Size,Birthday,Yes,Large,New,No,Accident,Cash
12/18/2013,"Conestoga High School, Berwyn","Conestoga High School, Berwyn","Conestoga High School, Berwyn",None,School Bus,Birthday,Yes,Small,Referral,Yes,None,Invoiced
2/23/2015,Archdiocese of Philadelphia,Archdiocese of Philadelphia,Archdiocese of Philadelphia,Butler,School Bus,Athletic,No,Small,New,No,Accident,Invoiced
8/3/2014,"Malvern Preparatory School, Malvern","Malvern Preparatory School, Malvern","Malvern Preparatory School, Malvern",None,School Bus,Private,Yes,Medium,Referral,Yes,Maintenance,Other
9/5/2015,Chester,Chester,Please Touch Museum,None,Mini Bus,Travel/Airport,Yes,Small,Referral,No,None,Credit
8/7/2013,Monessen,Monessen,City Hall,Monessen,Mini Bus,Tour,No,Small,Referral,Yes,Personal,Other
1/6/2014,Hermitage,Hermitage,Kennywood Park,None,Limo,Athletic,Yes,Large,Existing,No,None,Invoiced
8/24/2014,"Malvern Preparatory School, Malvern","Malvern Preparatory School, Malvern","Malvern Preparatory School, Malvern",Altoona,School Bus,Private,No,Small,Referral,Yes,None,Personal Credit Card
10/26/2014,Erie,Erie,City Hall,None,Limo,Corporate,Yes,Large,Existing,Yes,None,Invoiced
4/27/2015,Harrisburg,Harrisburg,Sesame Place,Harrisburg,Town Car,Private,No,Small,Existing,Yes,None,Personal Credit Card
3/28/2015,Nanticoke,Nanticoke,Kennywood Park,Nanticoke,Mini Bus,Holiday,No,None,New,Yes,Health Related,Personal Credit Card
2/14/2015,New Hope United Holy Baptist Church,New Hope United Holy Baptist Church,Private Residence,None,Church Bus,Corporate,Yes,Medium,New,Yes,None,Check
5/23/2013,Clairton,Clairton,Dorney Park,None,Van - Full Size,Travel/Airport,Yes,Small,Referral,No,Health Related,Personal Credit Card
12/21/2013,Bethlehem,Bethlehem,Dutch Wonderland,None,Mini Bus,Birthday,Yes,Small,New,Yes,Personal,Cash
11/27/2013,Duquesne,Duquesne,Gettysburg National Military Park,None,Limo Bus,Travel/Airport,Yes,None,New,No,Personal,Credit
8/17/2015,"Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli",Coatesville,School Bus,College,No,None,Referral,No,Accident,Cash
3/13/2013,Lower Burrell,Lower Burrell,Sesame Place,None,Town Car,Corporate,Yes,Large,New,Yes,Health Related,Cash
4/3/2015,Chester,Chester,Betsy Ross House,None,Mini Bus,Private,Yes,Medium,New,No,Maintenance,Other
1/13/2014,Easton,Easton,HersThe Liberty Bell Centerheypark,None,Wheelchair Bus,Holiday,Yes,Small,Referral,No,Health Related,Personal Credit Card
6/16/2015,Easton,Easton,Waldameer & Water World,Easton,Limo Bus,Private,No,None,Existing,Yes,Health Related,Invoiced
9/24/2013,Meadville,Meadville,Lost River Caverns,None,Town Car,Funeral,Yes,Medium,Existing,No,Health Related,Invoiced
8/25/2014,Greater Hope Temple,Greater Hope Temple,Private Residence,None,Church Bus,Funeral,Yes,Medium,New,Yes,None,Check
1/22/2013,Nanticoke,Nanticoke,Waldameer & Water World,None,Van - Full Size,Holiday,Yes,Medium,New,Yes,None,Credit
9/16/2014,Erie,Erie,Please Touch Museum,None,Van - Full Size,Holiday,Yes,None,Referral,No,Personal,Cash
1/22/2014,Hazleton,Hazleton,Waldameer & Water World,Hazleton,Wheelchair Bus,College,No,None,Referral,No,Personal,Cash
3/10/2013,McKeesport,McKeesport,Waldameer & Water World,McKeesport,Limo Bus,Tour,No,Large,Referral,Yes,Health Related,Credit
7/16/2013,Hermitage,Hermitage,Crystal Cave Park,None,Limo Bus,Corporate,Yes,Large,Existing,No,Accident,Other
10/13/2013,Altoona,Altoona,Crystal Cave Park,Altoona,Limo,Private,No,Large,Existing,Yes,None,Invoiced
3/30/2014,Nanticoke,Nanticoke,Dorney Park,None,Shuttle Bus,Corporate,Yes,Large,Referral,No,Maintenance,Personal Credit Card
8/13/2013,Aliquippa,Aliquippa,Pennsylvania State Capitol,Aliquippa,Wheelchair Bus,Private,No,Small,Existing,Yes,Accident,Invoiced
10/10/2014,Chester,Chester,Carnegie Museum of Natural History,None,Van - Mini,Birthday,Yes,Large,Existing,No,None,Personal Credit Card
11/7/2013,Jesus Power and Love Ministries,Jesus Power and Love Ministries,Private Residence,Latrobe,Church Bus,Tour,No,Medium,New,Yes,None,Check
7/4/2015,Monessen,Monessen,King of Prussia Shopping Mall,None,Van - Mini,Corporate,Yes,None,New,No,Personal,Personal Credit Card
8/27/2013,Carbondale,Carbondale,Brandywine River Museum,None,Van - Full Size,Birthday,Yes,None,Existing,No,Personal,Credit
2/8/2013,Hermitage,Hermitage,The Franklin Institute,Hermitage,Van - Full Size,Tour,No,None,Existing,Yes,Personal,Invoiced
11/25/2015,Coatesville,Coatesville,Philadelphia Museum of Art,Coatesville,Mini Bus,Corporate,No,Small,Existing,No,Personal,Cash
1/20/2013,McKeesport,McKeesport,Dorney Park,McKeesport,Wheelchair Bus,Wedding,No,Small,Existing,No,None,Cash
5/31/2014,Northampton,Northampton,Philadelphia Museum of Art,None,Limo Bus,Tour,Yes,Small,Referral,Yes,None,Credit
1/32/2013,God's House Of Prayer and Repair Full Gospel Church,God's House Of Prayer and Repair Full Gospel Church,Private Residence,None,Church Bus,Corporate,Yes,Medium,Existing,No,None,Check
2/4/2013,"Owen J. Roberts High School, Bucktown","Owen J. Roberts High School, Bucktown","Owen J. Roberts High School, Bucktown",Corry,School Bus,Tour,No,Medium,Existing,Yes,Health Related,Other
8/10/2014,Lancaster,Lancaster,HersThe Liberty Bell Centerheypark,None,Shuttle Bus,Wedding,Yes,None,Existing,No,Accident,Invoiced
8/1/2014,"Woodlynde School, Strafford","Woodlynde School, Strafford","Woodlynde School, Strafford",Corry,School Bus,Birthday,No,None,Existing,Yes,Health Related,Cash
11/31/2014,Franklin,Franklin,Independence Hall,None,Shuttle Bus,Athletic,Yes,Large,Referral,No,Health Related,Cash
8/29/2013,Franklin,Franklin,Philadelphia Zoo,Franklin,Van - Mini,Corporate,No,Large,New,No,Personal,Other
4/26/2013,Easton,Easton,Philadelphia Museum of Art,Easton,Wheelchair Bus,Corporate,No,Small,Referral,No,Maintenance,Personal Credit Card
9/15/2014,"Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli",Meadville,School Bus,Tour,No,None,New,Yes,Health Related,Other
7/23/2013,"Octorara High School, Atglen","Octorara High School, Atglen","Octorara High School, Atglen",None,School Bus,Funeral,Yes,Large,Existing,Yes,None,Invoiced
1/22/2014,Lancaster,Lancaster,Dutch Wonderland,Lancaster,Town Car,Holiday,No,Medium,Existing,Yes,None,Other
4/4/2015,Lebanon,Lebanon,Lost River Caverns,None,Town Car,Wedding,Yes,Small,Referral,Yes,None,Other
3/9/2013,Northampton,Northampton,Waldameer & Water World,Northampton,Town Car,Travel/Airport,No,Large,Existing,No,Health Related,Invoiced
5/11/2013,Aliquippa,Aliquippa,Carnegie Museum of Natural History,None,Van - Mini,Travel/Airport,Yes,Small,Referral,Yes,Health Related,Credit
10/27/2013,"Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown","Bishop Shanahan High School, Downingtown",None,School Bus,Corporate,Yes,Large,New,Yes,Personal,Credit
4/6/2015,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",Arnold,School Bus,Tour,No,Large,Referral,Yes,Personal,Other
9/2/2015,Corry,Corry,Knoebels Amusement Resort,Corry,Town Car,Athletic,No,Large,Referral,No,Accident,Invoiced
8/4/2014,Greensburg,Greensburg,HersThe Liberty Bell Centerheypark,None,Shuttle Bus,Wedding,Yes,None,New,Yes,None,Cash
3/20/2013,Beaver Falls,Beaver Falls,Fairmount Park,None,Limo,College,Yes,Large,New,No,Accident,Invoiced
4/24/2013,Clairton,Clairton,The National Civil War Museum,None,Town Car,Holiday,Yes,Small,Referral,No,Personal,Personal Credit Card
8/23/2013,Aliquippa,Aliquippa,Dutch Wonderland,None,Limo Bus,Tour,Yes,None,Referral,Yes,Accident,Cash
5/6/2013,Franklin,Franklin,Please Touch Museum,None,Town Car,Private,Yes,Medium,Referral,Yes,Personal,Cash
7/10/2014,Harrisburg,Harrisburg,Philadelphia Museum of Art,Harrisburg,Mini Bus,Birthday,No,Large,Existing,Yes,Accident,Personal Credit Card
2/11/2013,Carbondale,Carbondale,Lost River Caverns,Carbondale,Town Car,Travel/Airport,No,Medium,New,No,Health Related,Invoiced
10/15/2014,Beaver Falls,Beaver Falls,Independence Hall,None,Van - Full Size,Athletic,Yes,Large,Existing,No,Maintenance,Personal Credit Card
1/5/2014,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",Aliquippa,School Bus,Birthday,No,Small,Existing,Yes,Accident,Other
6/17/2013,Corry,Corry,Dutch Wonderland,Corry,Town Car,College,No,Large,Referral,Yes,Health Related,Other
9/22/2014,Chester,Chester,Brandywine River Museum,None,Town Car,College,Yes,None,New,Yes,Health Related,Cash
4/11/2015,Duquesne,Duquesne,Carnegie Museum of Natural History,Duquesne,Shuttle Bus,Athletic,No,Small,Referral,No,Accident,Other
2/3/2013,Duquesne,Duquesne,Dorney Park,Duquesne,Town Car,Funeral,No,Medium,Referral,Yes,Maintenance,Personal Credit Card
6/20/2013,Farrell,Farrell,Pennsylvania State Capitol,Farrell,Shuttle Bus,Tour,No,Large,Existing,Yes,Maintenance,Other
9/6/2013,"West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown","West-Mont Christian Academy, Pottstown",Farrell,School Bus,Birthday,No,Large,Referral,No,Accident,Personal Credit Card
6/9/2013,"Twin Valley High School, Elverson","Twin Valley High School, Elverson","Twin Valley High School, Elverson",Carbondale,School Bus,Athletic,No,Small,Existing,No,Personal,Cash
3/28/2014,Carbondale,Carbondale,The Barnes Foundation,Carbondale,Wheelchair Bus,Tour,No,Large,Referral,Yes,None,Invoiced
11/28/2013,Easton,Easton,Lost River Caverns,None,Limo,Holiday,Yes,Large,Existing,No,None,Invoiced
3/10/2014,"West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester","West Chester Henderson High School, West Chester",McKeesport,School Bus,Travel/Airport,No,Small,Referral,No,Maintenance,Cash
11/27/2013,Easton,Easton,The National Civil War Museum,Easton,Shuttle Bus,Funeral,No,Medium,New,No,None,Credit
3/7/2014,Lock Haven,Lock Haven,Independence Hall,None,Town Car,Funeral,Yes,Medium,Referral,Yes,Maintenance,Other
7/3/2013,Arnold,Arnold,Please Touch Museum,Arnold,Van - Mini,Private,No,Medium,New,Yes,Accident,Cash
5/6/2014,Beaver Falls,Beaver Falls,Philadelphia Museum of Art,Beaver Falls,Wheelchair Bus,Private,No,None,Existing,No,Maintenance,Cash
1/28/2014,Bethlehem,Bethlehem,Lost River Caverns,Bethlehem,Wheelchair Bus,Private,No,Large,Referral,No,None,Credit
11/7/2013,Monongahela,Monongahela,Please Touch Museum,None,Town Car,Holiday,Yes,Medium,Existing,Yes,Maintenance,Personal Credit Card
5/21/2013,"West Chester Christian School, West Chester","West Chester Christian School, West Chester","West Chester Christian School, West Chester",Clairton,School Bus,Tour,No,Small,Existing,Yes,Health Related,Other
7/29/2013,Corry,Corry,Sesame Place,None,Shuttle Bus,Travel/Airport,Yes,Small,Existing,Yes,Maintenance,Other
12/29/2013,Lower Burrell,Lower Burrell,Knoebels Amusement Resort,Lower Burrell,Town Car,Corporate,No,Medium,Existing,Yes,Maintenance,Personal Credit Card
11/31/2014,Bethany Baptist Church,Bethany Baptist Church,Private Residence,None,Church Bus,Athletic,Yes,Large,Existing,No,None,Check
3/1/2014,Coatesville,Coatesville,Kennywood Park,None,Van - Mini,Wedding,Yes,None,New,No,Accident,Cash
8/10/2013,"Unionville High School, Kennett Square","Unionville High School, Kennett Square","Unionville High School, Kennett Square",Bethlehem,School Bus,Corporate,No,Medium,New,No,Maintenance,Cash
