CoinIn,Age,Type,Theme,Location,Month,Day,Denomination,Event,Weather,Promotion,Coupons,Holiday,Smoking,Promo,coupons,weather
1318,9,4,6,6,4,1,14,2,4,1,2,2,1,6,4,15
1131,1,5,1,5,10,5,4,2,27,2,2,2,1,4,6,22
1154,17,2,18,3,2,5,2,1,36,1,2,2,2,6,6,15
1094,5,3,15,1,3,7,3,2,28,2,2,1,1,4,6,30
1490,19,2,21,6,1,5,7,1,33,2,2,1,1,2,2,38
824,10,3,13,9,4,6,10,2,40,1,1,1,1,3,6,32
1999,3,1,7,6,11,3,7,1,10,1,2,2,2,3,5,19
1610,14,5,6,4,5,5,6,1,33,2,1,2,1,5,4,25
1194,14,5,6,1,12,3,13,2,17,1,2,1,2,2,9,7
2064,14,1,20,2,4,6,14,1,30,1,2,1,2,2,9,7
1753,3,5,20,8,10,6,12,1,30,2,2,1,2,4,9,33
2024,13,4,10,9,6,4,10,1,33,1,1,1,1,2,2,15
514,14,4,4,1,11,5,2,1,12,1,1,2,1,6,6,20
1697,15,1,17,8,5,2,3,1,24,2,2,1,2,3,5,4
1420,17,2,10,1,10,1,3,2,31,1,1,2,2,5,6,28
254,7,1,20,8,4,3,8,1,16,2,1,1,2,5,4,34
1924,10,3,20,2,2,4,2,1,31,2,1,2,2,6,2,2
1895,2,3,3,6,9,4,5,1,27,1,2,2,1,6,7,11
768,15,1,15,4,9,3,2,2,20,1,2,1,2,5,7,20
1099,18,1,21,5,2,1,6,2,36,2,2,2,2,2,2,39
2199,15,3,2,8,4,7,6,1,13,2,2,1,1,6,5,38
2006,5,2,14,3,8,5,3,1,17,2,1,2,1,4,2,35
1588,12,5,18,9,12,2,7,1,12,2,2,2,1,5,6,5
544,9,5,15,4,8,6,10,1,2,1,2,1,2,1,2,9
369,2,2,5,7,11,5,6,1,21,1,2,2,2,3,6,11
823,1,5,14,1,7,1,9,2,30,2,1,1,2,5,2,16
311,5,3,22,5,10,5,7,2,19,2,2,2,1,6,4,5
1521,15,1,21,6,9,2,5,1,13,1,1,2,1,1,3,28
1720,4,5,12,9,12,1,8,1,23,2,1,2,1,6,5,38
150,8,4,6,6,7,5,2,1,31,2,1,2,2,6,2,18
1097,14,1,19,6,4,2,7,1,12,1,1,1,1,3,7,34
2051,18,4,7,7,7,1,4,2,34,2,1,2,1,2,4,6
1775,1,5,15,3,5,1,2,1,29,1,1,1,2,4,2,11
2132,13,2,22,5,10,2,5,1,37,2,2,1,2,3,4,22
550,5,5,11,8,11,1,10,1,32,1,1,1,1,5,8,7
2068,6,5,16,8,2,7,9,1,13,1,1,2,2,2,5,39
2044,17,5,21,8,12,7,3,2,36,1,2,1,2,6,7,6
1832,19,5,6,3,9,4,5,1,23,1,2,1,2,3,2,35
1520,11,3,7,4,2,6,10,1,27,2,2,1,2,1,6,33
1883,3,5,10,3,7,6,14,2,19,1,1,2,1,3,6,5
255,19,4,21,5,10,5,11,2,36,1,2,1,1,6,2,4
23,19,2,19,4,4,2,12,2,34,1,1,2,2,1,4,33
1862,9,3,17,5,1,5,6,1,2,1,2,1,2,5,2,21
338,4,4,18,5,2,6,14,2,30,1,2,1,1,4,7,8
592,4,4,1,8,6,3,10,1,26,1,1,1,2,2,9,38
1030,16,2,20,4,1,6,12,1,28,2,1,1,1,2,6,8
1023,20,2,1,7,1,3,12,1,7,2,1,2,2,1,4,34
681,16,3,6,2,1,7,7,1,11,2,2,2,2,1,4,23
1745,4,4,5,8,8,5,13,1,34,2,2,2,1,4,9,17
1567,8,1,3,5,4,4,10,1,28,1,1,2,1,2,4,3
360,5,3,3,8,2,2,8,2,30,2,2,2,2,2,5,21
1434,18,1,19,3,7,2,10,1,12,1,2,2,2,1,4,14
354,7,4,9,2,8,1,14,2,39,2,1,1,1,6,3,2
1546,7,2,12,9,6,6,8,2,34,2,2,1,1,1,7,20
161,2,2,22,9,9,7,10,1,25,2,1,1,2,6,7,4
1491,5,3,8,8,6,7,5,2,18,1,1,1,2,4,2,10
1837,7,2,3,3,7,3,3,2,23,2,2,1,1,3,3,36
1606,19,3,10,1,2,5,8,1,3,2,2,2,1,4,2,9
784,20,3,11,8,11,5,4,2,4,2,2,1,2,6,2,24
1427,10,2,3,8,10,6,9,1,25,1,1,1,2,6,7,15
146,7,5,13,1,7,7,11,1,5,2,2,1,1,2,8,6
2112,9,2,12,1,7,6,14,2,15,2,2,1,1,4,3,1
1463,15,3,14,3,4,7,4,1,20,2,1,1,2,6,4,21
1475,13,2,22,3,5,1,2,2,30,2,1,1,2,6,5,23
17,10,3,11,7,8,6,4,1,1,2,2,1,1,1,9,36
362,14,2,11,8,1,5,14,1,13,1,2,2,2,4,8,3
1389,6,2,8,7,11,2,2,1,18,1,1,2,1,6,8,32
1602,9,4,8,8,11,4,8,2,23,2,1,1,2,6,3,17
1827,16,5,14,9,10,3,7,1,24,1,2,1,2,5,6,34
1788,11,4,4,8,4,2,6,1,39,1,2,2,1,4,9,39
967,16,3,13,4,12,4,5,1,13,1,1,1,2,6,4,28
2134,1,5,14,4,7,2,4,1,10,2,2,2,1,5,6,27
318,9,2,8,2,2,5,5,2,39,2,1,2,1,4,5,19
950,7,2,15,7,9,6,6,1,34,2,1,2,1,2,4,5
917,14,5,20,7,12,3,5,1,27,1,2,1,1,1,5,17
1657,16,1,15,6,4,1,13,2,17,1,2,2,2,1,7,35
2048,14,3,22,5,12,7,11,1,7,1,1,2,2,2,8,30
2032,3,1,1,6,6,6,11,1,22,1,1,1,1,1,3,10
696,13,2,4,6,7,6,12,1,14,1,2,1,2,4,4,3
1053,9,3,20,1,10,7,10,2,37,2,1,1,1,1,5,37
980,6,3,4,1,3,2,8,1,29,2,2,1,2,2,8,20
1493,17,5,12,7,10,7,12,2,13,1,1,1,2,1,6,1
1513,9,3,7,1,4,6,4,1,39,2,1,1,1,6,6,12
1914,10,5,18,9,2,3,12,1,28,1,1,2,2,2,5,39
695,2,2,16,3,2,6,6,2,24,2,2,1,1,1,4,5
881,14,5,2,3,1,4,6,1,28,2,2,2,2,1,4,18
2030,8,3,21,8,4,6,3,2,7,2,2,2,1,4,5,26
973,1,5,12,7,11,4,14,2,10,1,2,1,2,1,6,3
372,6,5,12,2,3,2,12,1,25,2,2,2,1,5,9,6
1805,6,1,8,3,11,6,9,2,1,1,2,2,2,5,7,22
1709,14,3,5,3,9,3,10,1,2,2,1,2,1,3,2,32
14,8,1,7,8,11,6,13,1,25,1,2,1,2,5,6,1
282,11,1,19,6,6,6,13,2,38,1,2,2,1,1,4,38
135,16,2,19,9,8,1,5,1,34,2,1,2,1,5,5,21
539,11,1,3,2,9,1,6,1,12,1,2,2,2,3,5,21
1136,6,3,13,5,3,3,10,1,24,2,2,2,2,3,3,26
1775,7,2,3,8,1,2,11,2,14,1,2,2,2,6,3,27
1016,19,2,1,4,12,5,2,2,27,1,2,1,2,2,8,23
960,9,5,19,8,3,4,2,2,17,1,1,2,2,2,3,2
1244,4,1,20,7,8,1,8,2,2,2,1,2,2,3,7,23
1181,11,4,17,4,4,2,14,2,39,1,1,2,2,3,7,38
1131,14,1,9,6,11,1,12,1,37,2,2,1,1,4,6,30
1185,8,2,10,7,3,1,4,1,22,2,2,2,2,6,7,28
1431,13,3,20,4,5,6,11,1,38,1,1,1,2,1,7,13
960,10,4,4,6,4,2,6,2,13,2,2,2,2,5,7,8
1115,5,2,13,8,6,3,8,1,40,2,1,2,2,4,3,12
539,14,5,12,7,8,1,8,1,12,1,2,1,1,3,3,27
1622,12,5,13,2,11,4,8,1,32,2,1,1,1,6,6,16
846,17,3,2,2,8,5,9,1,20,2,1,2,2,2,2,26
1335,5,2,19,3,5,7,3,1,10,1,1,2,1,1,4,31
998,3,5,18,6,5,4,7,1,7,2,2,2,2,5,4,15
361,12,1,14,7,7,7,6,2,20,2,1,1,2,5,7,19
2148,4,4,9,1,12,6,6,1,31,2,1,2,2,6,2,24
1421,20,2,21,3,1,3,7,2,6,2,2,1,1,6,8,12
1830,5,2,18,4,8,7,12,2,23,1,1,1,1,6,5,37
366,1,2,12,5,4,6,12,2,30,2,2,2,1,6,7,10
430,16,1,9,2,2,5,9,1,21,1,1,1,1,5,6,16
1614,20,4,14,4,1,1,4,1,16,1,1,1,1,6,5,29
344,2,5,17,2,9,2,14,2,30,2,2,1,2,4,5,7
478,19,3,12,1,4,6,4,2,16,2,1,1,1,2,8,12
1489,15,2,13,6,11,1,7,1,37,2,2,2,1,1,4,25
1611,3,2,12,1,9,6,2,2,27,1,2,2,1,4,3,4
1925,13,4,12,7,8,7,7,2,11,2,2,2,2,5,8,37
490,7,4,20,7,4,4,9,2,12,2,1,2,1,6,7,31
1890,1,3,21,7,8,3,10,2,28,2,1,1,2,6,3,21
1539,12,1,17,7,6,7,13,2,2,2,2,1,1,2,5,14
688,1,3,16,9,2,5,11,1,2,2,1,1,2,4,7,6
198,16,2,10,5,9,3,13,2,12,1,2,2,1,1,8,12
226,18,4,7,4,2,3,6,2,14,2,1,1,1,1,4,8
411,2,3,20,3,8,5,4,2,3,1,1,1,2,6,4,20
1353,16,3,17,3,2,1,3,2,18,2,2,1,1,3,8,35
1186,5,5,8,8,9,3,13,2,40,1,2,2,1,4,5,15
1764,5,3,8,7,3,1,10,1,5,1,2,1,2,1,9,18
1800,12,4,19,6,12,4,4,1,31,1,1,1,1,1,4,37
1818,5,3,1,6,4,6,5,1,22,1,1,1,1,3,3,19
1612,7,1,3,7,10,5,13,2,7,2,2,1,1,4,8,28
1011,16,4,7,5,11,7,4,1,11,2,2,2,2,1,9,15
48,13,5,13,7,9,1,4,1,1,2,1,1,1,3,6,24
164,7,3,10,5,10,3,13,1,27,1,2,2,2,2,5,36
1159,2,2,5,9,4,7,4,1,40,2,2,1,2,5,4,10
1174,7,3,16,9,4,5,6,2,29,1,2,2,2,4,6,33
216,14,5,15,2,4,6,4,1,37,2,2,2,2,1,3,15
2082,2,4,9,4,9,3,11,1,30,1,2,2,2,4,9,21
609,4,2,7,4,1,7,3,1,22,1,1,2,1,6,7,25
195,2,5,15,9,8,5,10,1,27,1,1,2,2,2,6,24
167,3,2,5,8,10,1,4,2,8,2,2,1,2,1,2,24
102,18,3,4,4,2,3,14,2,37,2,1,1,2,1,5,8
1831,7,1,17,1,11,7,10,2,12,2,2,1,2,6,3,39
2103,10,3,9,6,4,5,7,1,17,1,2,1,2,4,9,10
1588,11,3,17,2,8,5,11,1,6,1,1,2,2,1,2,31
1966,18,3,16,5,1,3,5,2,27,2,1,2,2,1,4,33
859,12,2,3,2,10,2,14,1,16,2,1,1,1,3,3,26
17,5,5,17,9,8,1,10,2,8,1,2,2,1,3,6,1
1130,10,3,1,4,4,7,9,2,37,1,2,1,2,3,2,15
1619,8,3,5,1,12,4,3,2,29,1,1,2,2,5,9,34
1298,7,4,15,6,9,4,6,1,37,2,1,2,1,5,3,32
1473,17,1,21,5,5,7,10,1,24,1,1,1,1,2,5,33
2004,15,5,19,8,12,7,9,2,18,1,2,1,1,1,6,28
1266,11,5,17,4,6,7,7,1,5,2,1,2,1,4,9,24
1715,15,4,18,9,2,3,5,1,36,1,2,2,2,6,9,28
1121,12,5,13,8,5,3,10,2,18,1,2,2,2,3,4,29
1193,17,4,4,9,11,4,14,2,21,1,2,2,1,2,9,13
1513,12,1,10,1,7,2,14,2,1,2,2,1,1,3,8,34
2116,1,3,16,3,12,4,5,1,38,2,1,1,1,5,9,17
122,9,2,21,9,3,1,14,2,7,1,1,1,2,6,9,18
415,19,4,6,6,3,4,14,1,16,1,1,1,2,2,6,31
145,14,2,20,7,2,5,8,1,27,2,1,1,1,1,6,4
527,2,2,12,9,2,6,6,1,5,1,2,1,1,1,4,8
1098,5,4,9,3,11,4,12,1,20,1,1,1,2,6,8,12
414,17,5,6,9,7,3,8,2,36,1,1,2,2,3,8,2
924,9,5,3,4,12,5,13,2,40,1,2,1,1,2,9,34
1081,5,5,2,9,9,4,9,2,28,2,1,1,2,6,5,10
1725,3,5,4,1,8,4,7,1,26,2,2,2,2,4,5,18
1618,4,4,3,7,11,1,9,1,26,1,1,1,1,3,2,30
90,4,3,17,5,7,4,11,1,34,2,2,2,2,3,6,28
2046,3,4,1,5,3,5,4,2,30,2,1,2,1,5,4,29
463,5,3,20,6,9,2,3,1,2,1,2,2,2,3,9,13
1019,19,5,3,3,3,5,4,2,11,1,2,1,1,3,6,2
635,12,3,12,1,11,3,5,1,21,1,1,1,1,6,8,32
345,12,2,8,8,5,1,11,2,21,2,2,1,2,4,4,30
114,2,3,13,5,6,3,11,1,27,2,2,1,1,4,7,21
1034,8,4,7,9,10,6,2,1,21,1,1,1,2,6,4,26
613,17,2,15,8,5,6,13,2,15,1,1,1,2,5,8,28
2104,18,3,4,2,7,5,8,1,4,1,2,2,2,6,7,34
824,17,1,7,9,4,4,9,1,28,2,2,1,1,5,9,16
1246,10,1,1,9,6,4,13,2,8,2,2,1,2,5,6,36
2013,12,3,12,8,7,4,7,1,34,1,2,2,1,4,5,25
1659,12,4,12,2,2,2,7,1,15,2,2,1,2,3,4,11
1368,11,3,2,6,9,1,12,2,16,1,2,1,2,2,5,3
70,4,3,7,5,10,7,10,2,5,2,1,1,2,5,5,7
672,7,2,3,1,6,1,12,1,35,1,2,2,2,3,7,2
1462,9,1,22,5,8,2,6,1,26,1,2,2,2,3,6,20
2180,1,1,15,7,11,4,7,1,24,1,2,2,1,4,8,16
2185,15,3,20,9,3,7,6,2,31,1,2,1,1,1,2,22
472,20,3,11,8,9,3,4,1,14,2,1,1,2,2,5,35
270,16,5,7,9,12,6,7,2,38,1,1,2,2,5,5,9
1748,6,5,1,7,12,7,14,2,23,2,2,2,2,5,2,6
1380,14,2,3,8,10,1,10,1,23,2,2,1,1,1,3,3
1768,12,2,10,8,7,7,3,1,40,2,2,2,1,1,5,26
872,9,1,16,2,7,6,13,1,12,1,2,1,1,2,3,13
1078,20,2,6,3,2,6,7,2,17,1,1,1,2,6,3,7
201,1,1,1,2,1,1,11,2,22,2,2,2,2,3,4,15
602,6,1,7,5,3,6,2,2,25,1,1,2,1,3,8,23
393,18,2,14,8,2,7,9,1,16,2,2,2,2,6,7,2
1789,1,5,6,3,2,5,14,2,7,1,2,1,2,3,7,35
1346,1,2,11,5,11,4,9,1,4,2,2,1,2,4,8,1
2147,10,2,21,2,9,4,8,2,20,2,2,1,2,1,5,23
409,17,1,3,8,12,1,8,2,15,2,1,2,1,4,9,28
858,15,4,2,1,7,7,5,1,17,1,1,2,2,1,5,37
1590,5,3,20,4,4,3,13,2,29,2,2,2,2,5,7,11
2020,17,4,9,8,10,3,9,2,31,2,2,2,2,2,3,6
1450,20,2,9,3,9,2,8,2,35,2,1,2,2,5,2,33
65,16,3,3,3,3,4,7,1,20,1,2,1,2,5,4,12
395,8,1,12,1,6,4,2,2,40,1,1,1,1,1,6,25
473,11,4,2,5,11,5,2,2,39,1,2,2,1,1,3,27
551,20,5,20,1,2,7,7,2,4,2,2,2,1,5,6,10
161,19,2,11,4,7,2,6,2,7,2,2,1,2,4,9,1
1326,6,4,11,9,9,2,12,2,17,2,2,1,2,6,8,25
676,5,1,3,6,8,5,9,2,26,2,2,1,2,2,9,4
49,16,1,21,4,5,7,9,1,31,1,1,1,2,1,9,39
1217,4,2,13,5,4,6,4,1,7,1,1,2,1,6,5,27
1129,9,2,1,4,2,3,9,2,19,1,1,2,2,6,8,27
1619,9,4,6,8,3,7,11,2,26,2,2,2,2,3,7,24
94,14,5,17,8,11,3,14,2,28,1,1,1,2,1,2,7
1721,8,1,20,7,5,5,13,1,19,1,2,2,1,5,3,30
1796,3,1,16,8,6,7,4,1,29,1,1,2,1,3,8,30
1224,12,1,12,2,4,7,5,2,7,1,2,1,1,1,6,19
189,19,4,17,8,7,7,12,1,40,1,1,1,2,6,2,5
1942,1,2,10,3,1,7,2,1,24,1,1,1,1,1,7,16
682,16,1,1,7,9,4,8,1,21,1,1,2,1,6,9,27
209,5,1,8,5,6,2,8,1,23,1,2,2,2,3,8,34
366,19,2,20,3,12,2,14,1,29,2,1,2,1,2,6,6
88,4,1,15,5,2,3,12,2,28,2,1,1,1,5,8,19
1216,7,1,18,8,5,2,12,2,36,2,1,1,1,1,5,18
2051,15,2,10,4,1,3,2,2,27,2,1,2,1,6,7,30
486,8,5,3,7,10,4,9,2,19,2,2,1,2,6,5,15
2108,20,1,14,5,3,2,12,1,14,1,1,2,1,5,2,39
344,2,4,18,2,11,2,2,1,33,2,2,2,1,5,9,4
258,20,2,12,2,8,2,14,2,1,2,1,2,1,6,7,13
896,5,1,2,4,7,5,6,1,25,1,2,2,2,1,6,24
1670,17,4,9,9,2,2,10,1,22,1,2,1,2,6,5,12
830,2,3,8,5,7,4,8,1,36,1,1,2,2,5,5,28
2001,1,4,18,6,11,3,5,2,35,2,2,1,2,6,7,13
370,15,3,3,1,9,2,13,1,39,2,1,2,2,3,5,18
535,11,4,19,7,11,3,2,1,36,2,2,2,1,3,8,30
751,14,4,20,9,12,4,5,2,14,2,1,2,1,3,5,35
718,17,4,8,5,10,4,7,2,37,2,2,1,2,5,4,2
1470,13,2,14,5,11,6,8,1,23,1,1,1,1,4,9,14
2066,2,5,18,1,11,7,9,2,32,2,2,2,2,2,5,32
2028,8,1,22,9,1,7,9,2,29,2,2,2,1,1,5,5
2014,9,2,5,4,4,4,5,1,11,1,2,1,1,5,4,4
1004,5,1,6,8,10,5,6,1,19,2,2,2,1,6,3,28
1065,19,1,14,7,5,7,14,2,1,1,2,1,2,4,2,17
996,1,1,4,5,5,5,8,1,12,1,1,2,2,2,3,23
1493,2,1,11,4,2,1,11,2,20,2,1,1,2,4,6,9
159,4,5,7,5,7,1,6,1,28,1,1,1,1,2,6,3
473,16,3,5,4,10,2,10,1,8,2,1,1,1,1,3,19
913,17,4,14,9,12,3,5,2,17,2,2,2,1,6,8,26
1518,9,5,13,7,1,6,11,1,39,1,1,2,1,4,6,13
901,16,4,20,4,12,3,5,1,31,1,1,1,2,5,2,34
1915,16,4,19,7,5,5,3,2,38,1,2,2,2,1,2,36
2027,1,1,8,3,1,7,10,1,20,1,1,1,1,2,9,16
712,3,5,7,5,7,3,2,1,5,1,2,2,1,5,3,37
1550,13,4,20,3,3,4,9,2,31,1,2,2,1,2,4,25
962,17,2,5,4,6,2,3,2,13,1,1,2,1,5,5,4
674,15,2,1,2,8,4,4,1,23,2,2,1,1,1,2,5
245,7,1,6,5,7,7,12,2,37,2,1,1,1,6,9,19
2162,14,5,20,6,7,5,9,1,9,1,2,2,1,4,3,31
1965,14,3,22,1,5,6,14,2,40,1,2,1,2,2,2,21
1389,6,4,13,8,7,6,13,2,23,1,1,1,1,6,3,19
1340,8,5,11,2,11,1,7,2,23,1,2,1,1,6,7,7
2138,9,4,5,3,8,7,13,2,39,2,2,2,2,5,3,9
567,17,3,21,1,4,7,5,2,6,1,2,1,1,5,3,26
1031,7,3,1,7,3,4,6,2,11,2,1,2,2,2,3,3
1241,13,1,18,4,2,5,3,1,17,2,1,1,1,4,3,34
1700,5,2,9,1,6,4,14,1,22,1,1,2,2,1,3,31
743,11,1,20,7,7,1,10,2,14,1,1,1,1,6,6,13
1669,17,5,16,9,8,4,14,1,25,1,1,1,1,3,8,18
244,18,4,17,2,11,1,11,1,28,1,1,2,2,5,4,9
780,2,5,7,2,12,6,6,1,39,1,2,1,2,6,4,22
1816,8,2,8,6,6,2,9,1,5,1,2,2,1,4,4,24
2113,4,5,20,4,1,1,4,1,1,1,1,1,1,5,6,24
1063,2,4,14,7,9,1,9,2,5,2,1,1,2,2,2,27
847,6,1,2,8,2,7,14,2,12,1,1,2,1,6,9,21
1481,8,5,14,5,9,2,3,1,33,2,1,2,2,6,3,36
575,15,5,3,4,12,7,11,2,26,2,1,1,2,1,5,6
1977,6,2,11,1,6,5,4,2,15,1,1,1,2,1,4,27
2021,10,5,10,5,5,4,12,1,12,2,1,1,2,6,2,3
2096,18,3,7,6,10,7,2,1,23,1,1,2,2,4,5,32
21,11,3,21,8,7,3,5,2,21,1,1,2,1,5,3,14
675,7,4,17,4,12,3,9,2,34,2,2,2,1,5,7,22
22,19,2,4,6,6,1,14,2,31,1,1,2,1,1,6,21
141,15,3,21,3,5,2,2,2,17,1,1,2,1,1,3,12
866,7,4,6,5,12,5,8,2,13,2,1,2,1,3,8,4
2066,3,1,19,2,11,7,7,1,37,1,1,1,2,6,8,22
2165,15,2,2,8,4,2,13,2,28,2,2,1,2,6,3,25
1787,3,1,10,1,2,3,7,1,12,2,2,2,2,3,4,34
1708,19,3,22,8,6,2,7,1,26,2,2,1,2,4,8,35
1864,9,4,14,4,3,2,10,2,22,2,1,1,2,1,2,18
260,19,4,4,8,3,4,9,1,19,1,2,2,1,5,3,11
2085,3,1,15,6,5,7,11,1,40,1,2,2,2,2,5,14
992,12,4,5,2,12,1,8,2,39,2,2,2,2,1,9,6
767,18,1,21,9,8,3,9,2,8,2,1,2,2,5,9,39
892,13,3,10,1,12,2,5,1,17,1,1,2,1,6,6,7
109,8,5,14,7,1,1,10,2,9,1,2,1,2,4,4,32
1197,2,5,9,7,9,1,4,2,19,2,2,1,2,3,8,36
1469,17,5,22,7,8,5,14,1,24,1,2,1,2,4,5,21
83,16,2,10,8,10,2,8,2,18,1,2,2,1,2,2,35
869,16,4,17,8,5,1,3,2,28,2,1,2,1,3,9,18
1859,10,5,8,9,2,3,13,2,22,1,1,1,1,1,4,34
2057,17,3,9,4,11,1,9,2,27,2,2,1,2,1,8,31
2016,18,3,12,7,10,7,9,2,8,2,2,1,2,2,2,4
1452,1,1,18,8,1,3,3,2,9,1,1,2,2,5,2,10
1022,13,2,17,8,5,2,5,2,27,1,2,2,1,3,8,25
2058,20,3,19,9,11,4,6,1,2,1,1,1,1,5,9,25
1645,3,4,7,8,11,3,6,1,17,2,1,1,1,4,3,27
759,8,4,21,1,12,6,9,2,4,2,2,2,2,3,8,7
218,20,4,3,4,7,1,3,2,4,1,2,1,1,2,3,31
1938,5,1,16,7,3,6,8,1,2,2,1,1,2,4,4,15
254,7,2,15,8,12,4,5,2,33,1,2,2,2,3,6,23
322,17,4,19,7,3,7,6,2,33,2,2,1,2,3,7,27
668,6,5,4,7,10,2,3,2,19,1,1,2,2,5,2,13
963,5,2,14,7,11,2,7,1,7,2,2,2,2,3,5,20
1288,14,4,6,3,4,4,14,2,26,2,1,2,1,1,7,4
1029,2,3,8,1,10,2,4,1,18,2,1,1,1,6,8,12
1731,17,5,18,8,4,3,14,2,1,1,1,2,2,5,6,32
1427,3,3,6,8,5,7,8,2,18,1,2,1,2,4,5,36
2158,2,5,6,7,4,1,5,2,4,2,2,2,1,5,2,13
1719,10,5,9,7,6,7,4,2,1,2,2,2,2,3,8,17
1354,19,4,5,4,7,2,11,1,11,1,2,1,1,5,4,28
396,19,3,14,5,11,5,13,1,8,1,2,2,1,1,5,8
2096,14,5,20,1,6,4,4,2,12,2,2,1,1,5,7,6
1923,4,2,21,2,1,3,12,2,13,1,1,1,2,2,8,28
1760,10,5,12,2,2,7,4,2,9,2,2,1,1,4,9,19
1022,19,4,17,6,12,5,8,1,7,1,2,1,2,5,9,12
1687,4,5,16,3,3,2,14,1,6,2,2,2,1,2,2,31
1324,20,5,11,2,1,7,2,1,38,2,2,1,1,2,5,21
2186,17,4,4,6,2,4,5,2,33,2,2,2,2,6,9,16
543,1,1,12,5,4,7,8,1,2,2,1,2,1,6,2,7
1404,1,1,22,1,11,2,8,2,4,2,2,2,2,1,7,30
1730,1,1,15,6,11,6,14,1,32,2,1,1,2,4,6,3
554,14,5,4,2,1,4,10,1,12,2,2,2,1,1,7,30
1343,15,3,11,4,8,3,13,2,6,2,2,2,2,3,3,31
69,16,3,12,1,12,5,11,2,36,2,2,1,1,6,7,34
724,15,4,18,5,6,3,5,1,23,2,2,2,1,3,3,17
56,9,4,20,7,8,2,13,1,17,1,2,1,1,2,6,3
864,5,1,17,1,4,1,11,1,8,2,2,1,1,6,3,27
1130,15,5,20,9,7,6,10,1,20,2,2,2,1,5,3,31
368,10,4,7,6,1,1,13,1,21,1,1,1,2,4,4,30
1215,17,2,11,7,2,6,3,2,3,2,2,1,1,2,8,31
1697,20,1,7,2,8,2,3,2,37,1,2,1,1,3,3,22
862,1,2,11,9,1,5,7,1,11,2,2,2,1,6,8,15
2003,1,1,7,9,11,1,10,1,11,2,1,2,2,1,3,14
1074,5,5,12,4,9,1,14,2,30,2,2,1,2,6,6,15
487,15,4,16,7,2,5,11,1,16,1,1,1,2,2,3,1
1664,3,5,21,1,12,1,2,1,32,2,2,2,1,3,4,20
1155,8,4,18,3,11,3,7,1,13,1,1,1,2,3,4,28
1070,6,1,1,9,1,3,4,2,28,1,2,2,2,4,9,14
185,15,5,10,8,3,1,11,1,27,2,1,1,1,6,2,6
2199,2,3,17,9,12,5,10,2,32,1,2,2,2,1,9,19
1096,2,5,6,5,2,5,13,1,11,2,2,2,2,5,2,19
1291,13,1,21,2,12,2,14,1,16,2,2,2,2,3,5,33
1484,20,1,17,4,12,3,14,1,39,2,2,2,2,3,4,25
2118,16,1,10,5,4,6,7,2,29,1,2,2,2,5,3,25
1728,15,2,13,1,10,3,6,1,6,1,2,2,2,3,5,18
1669,11,3,13,6,4,7,2,2,33,2,1,2,1,3,7,17
1778,20,2,1,9,3,2,9,2,5,2,2,1,1,5,6,32
839,1,4,9,8,5,3,13,2,35,2,2,2,2,1,9,32
628,9,5,20,3,2,4,13,1,27,1,2,1,1,1,9,36
733,1,5,18,1,2,6,2,1,2,1,1,1,2,2,5,29
396,13,4,7,3,2,6,6,2,17,2,2,1,2,2,9,28
1648,18,2,9,6,5,6,9,1,9,2,2,2,1,4,6,19
1546,19,2,7,7,9,4,2,1,23,2,2,2,2,3,7,16
1842,11,3,5,1,1,6,4,1,17,1,2,2,2,6,6,24
1601,9,5,8,9,1,3,3,1,20,2,1,1,2,6,4,18
1883,4,5,5,8,7,3,5,2,23,1,2,2,1,4,9,26
213,1,1,20,8,5,2,7,2,17,1,1,1,1,1,9,5
487,2,5,6,5,2,7,10,1,13,1,2,2,1,1,5,10
1085,1,3,9,9,10,7,8,2,13,1,1,1,1,3,9,18
484,15,1,2,7,9,6,2,2,23,1,1,2,2,2,5,34
881,8,2,11,3,4,3,5,2,39,1,2,2,1,1,9,34
2154,11,5,21,5,7,4,14,1,23,1,1,1,2,4,6,12
1600,12,2,18,1,12,7,14,1,3,1,2,2,2,3,6,12
115,1,5,13,8,5,7,9,1,23,2,2,2,2,5,7,6
2009,13,3,18,9,5,1,7,1,13,2,2,1,2,4,7,1
1484,5,4,11,6,9,6,14,2,17,2,2,1,1,1,6,1
103,12,5,4,3,1,5,8,2,17,1,2,2,1,5,2,34
450,16,5,18,3,3,2,4,2,20,1,1,1,1,6,9,7
2015,20,5,1,6,6,1,5,1,38,2,1,1,1,6,5,34
1356,17,1,2,3,6,3,6,2,25,1,2,2,1,5,3,36
133,16,5,22,4,4,4,7,1,23,2,2,2,1,5,4,6
1186,6,1,19,6,11,4,8,1,19,1,2,2,2,5,7,12
2019,19,4,21,2,8,6,12,2,4,2,2,2,2,6,9,13
978,3,4,13,8,12,2,10,1,11,2,2,2,2,4,2,35
221,13,2,4,1,6,3,13,1,12,1,2,1,2,6,5,20
2083,10,5,5,6,8,4,5,2,15,2,1,1,2,1,7,9
1461,16,4,17,6,1,4,3,2,24,2,2,1,1,3,4,39
2056,5,5,13,9,10,7,9,1,28,1,2,1,2,3,6,14
1952,4,2,1,1,12,6,4,1,12,1,2,1,1,1,4,33
2148,4,1,5,1,4,5,4,1,27,1,2,2,1,5,7,38
534,11,4,6,1,11,3,11,1,35,2,2,2,1,5,5,35
2064,20,3,15,1,1,5,10,2,1,2,1,2,2,1,4,29
